filename,label
train_image_10_22.711814_77.600220.png,1
train_image_10_22.849932_77.818115.png,1
train_image_11_22.942734_81.148968.png,0
train_image_11_23.005651_78.493651.png,-1
train_image_12_22.508154_77.078398.png,0
train_image_12_23.104497_79.638962.png,0
train_image_13_22.141958_75.414994.png,0
train_image_13_22.523049_77.096801.png,0
train_image_14_22.231739_76.565135.png,0
train_image_14_23.000512_80.901224.png,0
train_image_15_22.024035_74.406164.png,0
train_image_15_23.046998_78.846087.png,1
train_image_16_22.856951_78.152573.png,0
train_image_16_23.109368_79.864128.png,0
train_image_17_22.111253_75.205896.png,0
train_image_17_22.584002_77.280845.png,0
train_image_18_21.867419_73.936159.png,0
train_image_18_21.929704_73.359018.png,1
train_image_19_21.686531_72.867320.png,0
train_image_19_22.941018_79.923257.png,0
train_image_1_21.666134_72.825094.png,-1
train_image_1_23.007070_78.499335.png,1
train_image_20_22.951853_80.512861.png,0
train_image_20_23.076622_79.134077.png,0
train_image_21_22.428830_76.793534.png,0
train_image_21_22.964066_80.548503.png,0
train_image_22_22.771992_80.505810.png,0
train_image_22_23.101118_79.941232.png,0
train_image_23_22.148726_75.441273.png,0
train_image_23_23.059593_79.107879.png,0
train_image_24_22.493326_77.011164.png,-1
train_image_24_22.890873_78.221304.png,0
train_image_25_22.607169_77.268707.png,1
train_image_25_23.010242_78.584315.png,1
train_image_26_21.963761_73.512667.png,0
train_image_26_22.931560_78.368354.png,1
train_image_27_21.931688_74.254996.png,0
train_image_27_22.078077_74.779776.png,0
train_image_28_22.035388_74.653335.png,0
train_image_28_22.231216_76.070448.png,0
train_image_29_22.053224_74.533310.png,0
train_image_29_22.181354_75.805658.png,0
train_image_2_22.688266_80.502398.png,1
train_image_2_23.141789_79.511815.png,0
train_image_30_21.828940_73.749735.png,0
train_image_30_22.352925_76.776592.png,0
train_image_31_22.894834_78.197891.png,0
train_image_31_22.994952_80.795801.png,0
train_image_32_21.925263_74.196944.png,0
train_image_32_22.875980_78.254313.png,0
train_image_33_22.940874_80.902092.png,0
train_image_33_23.130165_79.796443.png,0
train_image_34_22.159864_75.521692.png,0
train_image_34_23.109071_79.717090.png,1
train_image_35_21.821125_73.138463.png,0
train_image_35_21.830114_73.229110.png,1
train_image_36_22.492009_76.944388.png,0
train_image_36_22.574646_80.454717.png,0
train_image_37_22.032855_74.626680.png,0
train_image_37_22.578709_80.410018.png,0
train_image_38_21.844622_73.830663.png,0
train_image_38_22.274041_76.714713.png,0
train_image_39_22.148726_75.441273.png,0
train_image_39_22.722513_80.295266.png,0
train_image_3_22.668518_77.564817.png,1
train_image_3_23.019242_80.826088.png,0
train_image_40_21.894040_73.300331.png,-1
train_image_40_23.094515_79.261793.png,1
train_image_41_22.734715_80.513716.png,0
train_image_41_22.815989_81.437765.png,0
train_image_42_22.943784_80.937148.png,0
train_image_42_23.036958_78.683706.png,-1
train_image_43_21.664608_72.692585.png,-1
train_image_43_22.260353_76.670282.png,0
train_image_44_21.899474_73.603128.png,0
train_image_44_22.078116_74.884173.png,0
train_image_45_21.995884_74.370140.png,0
train_image_45_22.036486_74.680203.png,0
train_image_46_21.910270_73.221863.png,1
train_image_46_22.607169_77.268707.png,1
train_image_47_22.909762_78.313111.png,1
train_image_47_23.015265_78.544556.png,0
train_image_48_22.167247_75.568074.png,0
train_image_48_22.811596_77.917931.png,-1
train_image_49_21.889962_73.630276.png,0
train_image_49_22.988842_80.673299.png,0
train_image_4_22.097374_75.115059.png,0
train_image_4_22.593293_80.390155.png,0
train_image_50_22.045812_74.507244.png,0
train_image_50_22.913751_81.217619.png,0
train_image_51_21.858544_73.913215.png,0
train_image_52_22.916133_79.931613.png,0
train_image_53_22.937340_80.526462.png,0
train_image_54_21.674499_72.927534.png,0
train_image_55_21.865090_73.146292.png,1
train_image_56_22.733256_80.285662.png,0
train_image_57_22.274542_76.204331.png,0
train_image_58_22.566247_77.211645.png,0
train_image_59_22.937390_80.962574.png,0
train_image_5_22.035665_74.453852.png,0
train_image_5_23.045086_80.824356.png,0
train_image_60_22.077677_74.882632.png,0
train_image_6_22.774115_81.694328.png,-1
train_image_6_23.100634_79.400541.png,0
train_image_7_21.912383_73.422016.png,-1
train_image_7_22.774376_81.452491.png,0
train_image_8_21.833267_73.134681.png,1
train_image_8_22.827437_77.966664.png,0
train_image_9_22.930884_81.008903.png,0
train_image_9_22.945567_81.110289.png,0
