filename,label
train_image_10_28.214583_78.381250.png,-1
train_image_11_28.797917_80.114583.png,-1
train_image_12_27.097917_78.327083.png,0
train_image_13_28.672917_81.422917.png,1
train_image_14_25.897917_80.034048.png,-1
train_image_15_26.310417_83.627083.png,0
train_image_16_28.460417_84.897917.png,0
train_image_17_28.072917_85.210417.png,-1
train_image_18_25.606250_81.531250.png,-1
train_image_19_24.572917_88.218750.png,0
train_image_1_25.877083_79.764583.png,1
train_image_20_27.177083_78.043750.png,-1
train_image_21_27.810417_81.006250.png,-1
train_image_22_24.452083_81.835417.png,-1
train_image_23_27.427083_82.314583.png,0
train_image_24_28.177083_80.802083.png,-1
train_image_25_28.622917_82.081250.png,0
train_image_26_25.464583_86.806250.png,-1
train_image_27_29.285417_84.643750.png,-1
train_image_28_29.910417_80.572917.png,-1
train_image_29_26.656250_82.393750.png,-1
train_image_2_26.464583_85.056250.png,-1
train_image_30_26.881250_84.243750.png,-1
train_image_31_28.981250_82.589583.png,-1
train_image_32_28.339583_81.127083.png,-1
train_image_33_30.281250_79.172917.png,-1
train_image_34_29.781250_78.189583.png,-1
train_image_35_27.143750_86.560417.png,-1
train_image_36_26.135417_87.902083.png,-1
train_image_37_25.993750_84.222917.png,-1
train_image_38_24.847917_78.172917.png,-1
train_image_39_24.293750_79.747917.png,-1
train_image_3_25.660417_88.756250.png,-1
train_image_40_25.897917_79.810417.png,-1
train_image_4_29.560417_80.364583.png,-1
train_image_5_29.343750_87.902083.png,-1
train_image_6_26.768750_84.331250.png,-1
train_image_7_29.172917_87.131250.png,-1
train_image_8_27.122917_78.297917.png,-1
train_image_9_25.756250_81.397917.png,-1
