filename,label
train_image_10_26.760040_78.110333.png,0
train_image_11_26.782824_78.679857.png,1
train_image_12_26.733848_78.093770.png,1
train_image_13_26.693999_78.946853.png,0
train_image_14_23.213487_75.490615.png,0
train_image_15_23.140646_75.512263.png,-1
train_image_16_25.998251_76.813637.png,-1
train_image_17_22.540295_75.684312.png,-1
train_image_18_24.341814_75.430461.png,-1
train_image_19_25.508852_76.253643.png,-1
train_image_1_25.522529_76.274974.png,-1
train_image_20_22.604023_75.603504.png,-1
train_image_21_26.227467_77.126613.png,-1
train_image_22_22.914071_75.485232.png,-1
train_image_23_25.940847_76.752681.png,-1
train_image_24_26.128576_76.991539.png,-1
train_image_25_23.723005_75.346143.png,-1
train_image_26_23.002678_75.504055.png,-1
train_image_27_26.205910_77.112439.png,-1
train_image_28_24.283730_75.360433.png,-1
train_image_29_22.600974_75.659122.png,-1
train_image_2_24.917683_75.582784.png,-1
train_image_30_26.823477_78.391432.png,-1
train_image_31_26.448076_77.596661.png,-1
train_image_32_26.760173_78.792280.png,-1
train_image_33_26.492497_79.250157.png,-1
train_image_34_23.714107_75.297562.png,-1
train_image_35_26.694807_77.999132.png,-1
train_image_36_25.372453_76.135742.png,-1
train_image_37_26.502030_77.682557.png,-1
train_image_38_26.303183_77.310295.png,-1
train_image_39_24.235689_75.379942.png,-1
train_image_3_24.992514_75.607216.png,-1
train_image_40_23.022692_75.507648.png,-1
train_image_41_23.549841_75.353370.png,-1
train_image_42_26.410284_77.530302.png,-1
train_image_43_26.773996_78.735524.png,-1
train_image_44_23.321975_75.450139.png,-1
train_image_45_25.144382_75.770175.png,-1
train_image_46_24.149056_75.440300.png,-1
train_image_47_26.824736_78.191701.png,-1
train_image_49_26.229826_77.199044.png,-1
train_image_4_24.558874_75.583964.png,-1
train_image_50_26.699193_78.896653.png,-1
train_image_52_22.633319_75.507376.png,-1
train_image_53_25.109294_75.742734.png,-1
train_image_54_23.469045_75.401684.png,-1
train_image_55_26.166015_77.021782.png,-1
train_image_56_24.930840_75.567194.png,-1
train_image_57_25.486788_76.206428.png,-1
train_image_58_25.768795_76.425312.png,-1
train_image_59_26.793484_78.729043.png,-1
train_image_5_23.234288_75.479193.png,-1
train_image_60_22.616730_75.643329.png,-1
train_image_6_26.659634_77.934183.png,-1
train_image_7_23.273682_75.462073.png,-1
train_image_8_22.582752_75.574364.png,-1
train_image_9_22.959874_75.488484.png,-1
